Title,Ease_Score,Download_Count,Index
"The Modern Regime, Volume 1",55.4,527,2581
The Abysmal Brute,83.2,116,55948
The Forest Monster of Oz,84.5,55,10419
Crowded Out! and Other Sketches,79.1,73,8652
"Jamaican song and story : $b Annancy stories, digging sings, ring tunes, and dancing tunes",82.8,361,35410
And a little child,84.4,112,74160
My War Experiences in Two Continents,78.8,107,18364
A Duel,82.8,126,38054
The Grain of Dust: A Novel,75.5,210,430
"History of ""Billy the Kid""",79.1,124,38039
Plane Jane,92.5,59,73483
"Notes and Queries, Number 181, April 16, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",70.6,94,21445
Folk-lore in Borneo : $b a sketch,57.7,84,30233
Sour Grapes: A Book of Poems,79.7,185,35667
A History of Rome to 565 A. D.,52.1,867,32624
Let us follow Him,77.9,46,41988
My Shipmate—Columbus,86.5,67,27019
The Year When Stardust Fell,83.8,113,33660
Opportunities,93.6,58,30147
"Sketch of the Sikhs
A Singular Nation Who Inhabit the Provinces of Penjab, Situated Between the Rivers Jumna and Indus",57.4,95,53510
The Journal to Stella,78.9,456,4208
Many Ways for Cooking Eggs,76.5,74,6429
"The Fortunate Mistress (Parts 1 and 2)
or a History of the Life of Mademoiselle de Beleau Known by the Name of the Lady Roxana",54,508,30344
A Divided Heart and Other Stories,76.9,69,34102
"Historic Tales: The Romance of Reality. Vol. 07 (of 15), Spanish",66.1,73,19457
Santa Claus's Partner,80.9,77,14624
"A naval expositor : $b shewing and explaining the words and terms of art belonging to the parts, qualities, and proportions of building, rigging, furnishing, & fitting a ship for sea",83.2,63,52902
Our town and civic duty,81.5,46,55908
"Government Documents in Small Libraries
Reprinted from Report of Board of Library Commissioners of Ohio for the Year ending November 15, 1909.",51.2,85,26551
"Tuen, Slave and Empress",72.7,70,58369
Glen's Creek,71.6,98,70191
"Punch, or the London Charivari, Vol. 107, December 22, 1894",74.7,46,42853
The life and works of Sir Charles Barry,58.5,97,71663
In Our Town,68.8,76,26207
"The United States in the Light of Prophecy
Or, an Exposition of Rev. 13:11-17",63.9,141,12364
Uncle Max,79.4,124,16080
Elizabeth and Her German Garden,69.2,190,1327
"Practical Graining, with Description of Colors Employed and Tools Used",70.9,95,41749
The Book of Curiosities,58.5,160,41983
Two Dramatizations from Vergil: I. Dido—the Phœnecian Queen; II. The Fall of Troy,78.2,66,54717
Essays in the Study of Folk-Songs (1886),73.4,152,36222
The Cross and the Hammer: A Tale of the Days of the Vikings,87.5,73,67528
American Beer: Glimpses of Its History and Description of Its Manufacture,45.6,68,62762
The Grey Monk,74.5,61,57950
The Land of Frozen Suns: A Novel,81.3,84,35031
Mahan on naval warfare : $b Selections from the writing of Rear Admiral Alfred T. Mahan,50.6,280,72412
Palmetto-Leaves,66.5,196,39972
Desert Dust,84.9,97,27437
"Reptiles and Birds
A Popular Account of Their Various Orders, With a Description of the Habits and Economy of the Most Interesting",65.5,110,45873
Children of the lens,72.8,225,70483
The Chronicles of Clovis,67.1,537,3688
Devonshire Characters and Strange Events,65.6,170,48507
The Story and Song of Black Roderick,83.5,46,9483
Saline Solution,78.5,74,61353
"Punch, or the London Charivari, Volume 152, June 6, 1917",70.3,48,15657
"Betty Wales, B. A.: A story for girls",82.1,88,68240
The Ladder to Learning,67.2,62,14184
"The Irish Penny Journal, Vol. 1 No. 43, April 24, 1841",58.5,43,55202
"The World War and What was Behind It; Or, The Story of the Map of Europe",68.1,210,11200
"Curiosities of Literature, Vol. 1",55.3,386,21615
The Message,66.2,274,27860
The Job: An American Novel,70.1,349,25474
The Russian Opera,55.7,258,46587
"The World's Earliest Music
Traced to Its Beginnings in Ancient Lands by Collected Evidence of Relics, Records, History, and Musical Instruments from Greece, Etruria, Egypt, China, Through Asyria and Babylonia, to the Primitive Home, the Land of Akkad and Sumer",59,107,53039
The Quiet Hotel: A Farcical Sketch in One Act,87.8,31,65716
Gabriel and the Hour Book,63,87,27916
What's-His-Name,84.1,54,28512
Dick in the Desert,73.7,46,31556
A Son of Hagar: A Romance of Our Time,83.9,198,26088
"Notes and Queries, Number 174, February 26, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",70.1,64,42789
"The power of sympathy: or, The triumph of nature. Founded in truth.",55.5,259,69250
"Chip, of the Flying U",81.6,100,9267
"Birds from North Borneo
University of Kansas Publications, Museum of Natural History, Volume 17, No. 8, pp. 377-433, October 27, 1966",67.7,97,33044
"Chambers's Journal of Popular Literature, Science, and Art, fifth series, no. 118, vol. III, April 3, 1886",62.4,54,68125
"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Volume 03: Military Career",73.1,76,2953
Sugar and Spice: Comical Tales Comically Dressed,86.7,62,10839
The Pilgrims of the Rhine,73,128,8206
The Ground-Ash,49.4,72,22846
Collected Poems 1901-1918 in Two Volumes. Volume I.,79.9,137,12031
"Sonnets, and Sonnets on English Dramatic Poets (1590-1650)
Taken from The Collected Poetical Works of Algernon Charles
Swinburne, Vol V.",68.3,105,17347
An Art Shop in Greenwich Village,83.4,79,67229
"The House That Jack Built, a Game of Forfeits
To Which is Added, the Entertaining Fable of ""The Magpie""",75.6,75,23866
Peter Biddulph: The Story of an Australian Settler,72.2,74,23050
Homesick,84.2,87,29599
Helbeck of Bannisdale — Volume I,82.4,67,9441
English Verse: Specimens Illustrating its Principles and History,66.9,132,32262
When I Was Czar,83.9,65,63320
A Little Candy Book for a Little Girl,67.8,87,44847
Four Arthurian Romances,83.8,1070,831
"Color Images from Mars Rovers
Spirit and Opportunity",59.2,404,12082
Birds of Britain,76,73,56397
Harry Harding's Year of Promise,85.1,70,52872
"Memoirs of the Empress Catherine II.
Written by Herself",71.7,430,46407
Terry,80.9,60,70587
Frank Merriwell's Chums,82.7,132,19502
"The parted family and other poems : $b An offering to the afflicted, and a tribute of love to departed friends",86.2,81,71163
The English Gipsies and Their Language,75.8,250,16358
"The Lincoln Story Book
A Judicious Collection of the Best Stories and Anecdotes of the Great President, Many Appearing Here for the First Time in Book Form",69.9,274,7347
"In a steamer chair, and other shipboard stories",80.8,128,9309
"The letters of Robert Browning and Elizabeth Barrett Barrett, Vol. 2 (of 2) 1845-1846",81.4,190,73891
"The Chicago Massacre of 1812
With Illustrations and Historical Documents",69.3,68,59624
Historical and Descriptive Guide Through Shrewsbury,67.9,98,62276
California and the Californians,58.2,149,4755
The Human Element,82.8,40,59982
"The Taking of Louisburg, 1745",65.7,63,50583
"Valencia and Murcia, a glance at African Spain",52.7,82,63136
Practical Etiquette,65.3,82,50195
Through England on a side saddle in the time of William and Mary,62.8,95,72156
Westy Martin in the Rockies,80.1,55,72199
"Punch, Or the London Charivari, Volume 107, October 27th, 1894",84.2,42,46784
"Gambling; or, Fortuna, her temple and shrine.
The true philosophy and ethics of gambling",60.5,69,60005
"Clown, the Circus Dog",76.7,61,46793
"Punch, or the London Charivari Volume 107, August 25, 1894",82.4,34,46395
A Confederate Girl's Diary,78.6,104,25004
The Smalcald Articles,61.2,477,273
"The loyalists of America and their times : $b from 1620 to 1816, Vol. 1 of 2",46.3,227,21012
The Beaux-Stratagem,82.3,316,21334
The Two Captains,60.5,101,2826
"Work and Win; Or, Noddy Newman on a Cruise",80.2,80,23758
A Little Garrison: A Realistic Novel of German Army Life of To-day,68,187,31248
The Mute Stones Speak: The Story of Archaeology in Italy,59.1,153,57308
Greek Lands and Letters,65.3,99,67984
The Naturewoman,88.3,67,3301
"Barney Blake, the Boy Privateer; or, The Cruise of the Queer Fish",76.5,67,47290
Geology,58.3,161,35317
"The Newcastle Song Book; or, Tyne-Side Songster
Being a Collection of Comic and Satirical Songs, Descriptive of Eccentric Characters, and the Manners and Customs of a Portion of the Labouring Population of Newcastle and the Neighbourhood",83.4,230,40048
Ashcliffe Hall: A tale of the last century,81.9,59,69096
Trouble on Sun-side,87,49,65768
The Ranger Boys and Their Reward,78,58,66928
Modern Illustration,62.4,93,40322
"Tom Swift and his airline express : $b or, From ocean to ocean by daylight",82.2,101,72701
"Influences of Geographic Environment
On the Basis of Ratzel's System of Anthropo-Geography",48.8,221,15293
The Watchers,75.2,89,63972
"Punch, or the London Charivari, Volume 105, July 29th 1893",74.2,55,35713
Do and Dare — a Brave Boy's Fight for Fortune,84.4,129,5747
The story of Fifine,71.4,51,71461
Vampires of Space,73.4,74,29353
"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume V, Indiana Narratives",79.2,328,13579
Franklin: A Sketch,46.9,28,40704
"Toni, the Little Woodcarver",77.4,107,14128
"Chambers's Journal of Popular Literature, Science, and Art, fifth series, no. 141, vol. III, September 11, 1886",64.4,67,73978
"The Ancient Bronze Implements, Weapons, and Ornaments, of Great Britain and Ireland.",68.9,162,53092
Sumerian Hymns from Cuneiform Texts in the British Museum,74.6,315,48094
"Heidelberg: A Romance. Volumes I, II & III",70,112,50858
Glimpses of Indian Birds,67.6,209,46425
Faery Lands of the South Seas,73.4,73,56457
Down the Scale or Up...,80.7,66,63264
Vittoria — Volume 1,72.9,45,4435
"The Stewardship of the Soil
Baccalaureate Address by John Henry Worst, President, North Dakota Agricultural College",45.1,59,24080
The Voice in Singing,50,95,42080
Reminiscences of the Nineteenth Massachusetts Regiment,78,47,49014
"Toledo, the Story of an Old Spanish Capital",63.8,144,46301
Burned Bridges,81.7,58,16553
"Genghis Khan, Makers of History Series",64.1,190,28667
"The Works of Charles James Lever
An Index of the Project Gutenberg Works of Lever",65.8,103,29381
The Last Plunge,83.9,72,66613
"Bennett's Small House Catalog, 1920",67.9,199,51205
The Argonautica,71.6,91,13977
Heart and Soul by Maveric Post,55.2,59,19432
Learning and Other Essays,67.1,96,66522
"The Endowed Charities of Kensington: By Whom Bequeathed, and How Administered",61.4,58,43202
The Sphere of Sleep,83.7,54,32750
A Book of the Pyrenees,66.8,850,52061
"Molly and Kitty, or Peasant Life in Ireland; with Other Tales",75.4,60,48379
"Blackwood's Edinburgh Magazine, Volume 67, Number 414, April, 1850",68.4,52,48317
The Stranger,85,121,65839
"Twenty-Two Years a Slave, and Forty Years a Freeman
Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West",61.3,126,11137
Sketches of social life in India,60.4,65,73610
Count Brühl,81.7,103,37624
Under the Andes,81,156,546
"Mary Cary: ""Frequently Martha""",90.6,88,15571
Conscience — Volume 1,79.5,50,3986
Patty's Perversities,82.7,62,48396
"Mining Laws of Ohio, 1921",40.5,58,17449
"""Gamle Norge"": Rambles and Scrambles in Norway",64.4,86,63851
"Now or Never; Or, The Adventures of Bobby Bright",80.6,129,19473
"The Pleistocene of North America
and its vertebrated animals from the states east of the Mississippi River and from the Canadian provinces east of longitude 95°",74,81,61765
"Baseball Joe, Home Run King; or, The Greatest Pitcher and Batter on Record",80.8,64,43940
Pic the Weapon-Maker,83,63,58198
"A Thousand Francs Reward; and, Military Sketches",71.2,77,43730
"An Account of the Foxglove and some of its Medical Uses
With Practical Remarks on Dropsy and Other Diseases",68.3,197,24886
Pélléas and Mélisande; Alladine and Palomides; Home,96.1,67,13329
"Half-hours with the Highwaymen - Vol 1
Picturesque Biographies and Traditions of the ""Knights of the Road""",61,139,53111
Bonaventure: A Prose Pastoral of Acadian Louisiana,79.7,132,24078
White Heather: A Novel (Volume 2 of 3),72,71,43445
Double Identity,85.5,57,65282
The Garden of Dreams,81.6,84,31712
"Lobo, Rag and Vixen
Being The Personal Histories Of Lobo, Redruff, Raggylug & Vixen",81.2,144,14226
"The Life of That Wonderful and Extraordinarily Heavy Man, Daniel Lambert
From His Birth to the Moment of His Dissolution; With an Account of Men Noted for Their Corpulency, and Other Interesting Matter",58.9,91,67328
"The Radio Amateur's Hand Book
A Complete, Authentic and Informative Work on Wireless Telegraphy and Telephony",61.7,107,6935
"Boy Scouts in the Northwest; Or, Fighting Forest Fires",89.5,116,37487
Ragna,77.3,86,41863
"Rodney, the Ranger, with Daniel Morgan on Trail and Battlefield",78.9,88,29589
The Golden Web,84,64,34945
Notes from the Underground,78.9,8507,600
A Chair on the Boulevard,82.4,142,9928
"Latin America and the United States
Addresses by Elihu Root",47.5,291,29003
Project Gutenberg Complete Works of Winston Churchill,81.3,276,5400
The Little Warrior,84,298,6837
Spacemen are born,78.7,42,64530
Webster's Unabridged Dictionary (2nd 100 Pages),75.7,112,248
Practical school discipline : $b Introductory course,60,82,60717
Devotions Upon Emergent Occasions; Together with Death's Duel,61.4,1187,23772
A Mystery Play in Honour of the Nativity of our Lord,86.4,73,61606
The Russian Ballet,66.2,116,45299
Three Years in Tibet,63.1,241,52594
For Your Sweet Sake: Poems,91.3,54,53385
The Lady in the Car,70.8,57,41455
Shelled by an Unseen Foe,83.7,73,21787
"The Grimké sisters : $b Sarah and Angelina Grimké, the first American women advocates of abolition and woman's rights",62.4,236,12044
"Shakespeare's Insomnia, and the Causes Thereof",68.8,119,11990
"East of Suez
Ceylon, India, China and Japan",52,870,27260
Lifted Masks; stories,80.2,101,7368
Beulah,80.5,59,4246
Denmark,67.2,257,20107
"Midnight Sunbeams; or, Bits of Travel Through the Land of the Norseman",58.2,62,56781
"Nelson's Home Comforts
Thirteenth Edition",72,77,29519
"The Complete Works of Brann, the Iconoclast — Volume 01",61.7,106,567
The Drama of the Forests: Romance and Adventure,69.9,130,18495
"Scientific American Supplement, No. 446, July 19, 1884",55.8,88,11385
"Graham's Magazine, Vol. XLI, No. 1, July 1852",63.9,44,47731
"The Bible, Douay-Rheims, Book 07: Judges
The Challoner Revision",81.9,38,8307
War Game,67.7,75,59561
John Bunyan and the Gipsies,54,55,51454
The Lady of the Mount,72,77,36083
"Bartholomew de Las Casas; his life, apostolate, and writings",50.4,263,23466
Redmanship in Kentucky for Fifty Great Suns,77.3,82,46275
"Our Young Folks—Vol. I, No. II, February 1865
An Illustrated Magazine for Boys and Girls",75,52,30829
"Our Moslem Sisters
A Cry of Need from Lands of Darkness Interpreted by Those Who Heard It",63.7,200,30178
Under the Tree,94.6,71,20909
"Comparative Ecology of Pinyon Mice and Deer Mice in Mesa Verde National Park, Colorado",63.8,118,38959
A Letter to Lord Fielding. Suggested by the late proceedings at the New Church at Pantasa,68.9,47,61023
"Tried for Her Life
A Sequel to ""Cruel As the Grave""",80.5,104,32757
